month,channel,comment
Sep,CNBC,"All the employees at CNBC are yelling at each other to purchase this stock, before they publish this sales pitch for CAVA 😂😂😂 CAVA’s check to CNBC is in the post 😂😂😂"
Sep,CNBC,Cava's market cap has jumped by 200% in just over a year! That's some serious growth in the fast-casual food space.
Sep,CNBC,"At some point, the growth of businesses like this will eventually peak and they will need to make stupid decisions just to please the investors. That's when people walk away and the next one pops up."
Sep,CNBC,"The food is mediocre at best. Give me a shwarma cooked by an arab guy instead, i would rather support him than this bubble stock."
Sep,CNBC,He’s a Schulman. So he got investments from mammoth firms much easier than a majority of entrepreneurs would in the same situation.
Sep,CNBC,Been investing in this stock when it was 40$ will keep buying for the foreseeable future
Sep,CNBC,The food is fire and the stock has been on a tear
Sep,CNBC,"They'll go on a massive expansion fuelled by debt just in time for consumer taste to change to the next best thing. The CEO will get a golden parachute, 'reorganize' the business and let the franchisees and mom/pop investors holding the bag."
Sep,CNBC,"Have my entire HSA in this stock. If it tanks, I go from premium adult diapers to Saran Wrap 🤞"
Sep,CNBC,Whenever CNBC talo about a company/stock. They are trying to provide exit liquidity for the big dawgs. Be careful buying this. Speaking as a someone who bought 15 $50 2025 calls last year and made good money. I am now slowly entering a short position. Some atm puts 6months out. Glad if you read this and make money
Sep,Bloomberg,Portuguese here. We never had a problem with foreigners. The issue is getting a visa trough real estate purchase and not trough direct investment like the EB-5 visa in the US.
Sep,Bloomberg,Buying real estate should not be incentivised any more than it already is. Other investments can go up and up in price and everyone's happy but ordinary people need homes. If a wealth tax is implemented it should only apply to real estate and land. Real estate should not be the piggy bank of the rich. They should be encouraged to put their money into other assets.
Sep,Bloomberg,The issue really is Government failing to build more homes and then blaming the easiest target for their lack of governance. . the article by Bloomberg clearly states that 0.4 percent of buyers were foreigners on a Golden visa..if 0.4 % can dictate the whole market pricing then it's due to a frenzy created by local real estate agencies rather than any actual buyers from abroad. .. When prices do come down then a lot of Portuguese are going to see a massive decline in their retirement pots because i suspect a lot of locals have bought in this frenzy created by hype and plain old tall stories about foreigners buying at crazy prices and every local also wanting a piece of the action..There's a lot of pain to come
Sep,Bloomberg,they should invest in real companies with real jobs not just buy houses...
Sep,Bloomberg,"The golden visa should only exist through investment, the option to obtain it by purchasing property should have never existed. Not only that, it ended far too late. Portugal is facing a massive housing crisis, the last thing it needs is to further increase the demand for housing, especially from wealthy foreigners who can easily outbid locals."
Sep,Bloomberg,Foreign investment in housing shouldn’t be allowed. Having a property sit empty except one week a year is preposterous
Sep,Bloomberg,"Cypriot here. Up until scandals were revealed, our government gave citizenship to not only corrupt politicians or businessmen, also criminals wanted by Interpol. Property prices sky rocketed, I know cases where a so-called Chinese investor bought a whole apartment and renting it out. Once he secured his citizenship he sold ‘the investment’ to other corrupt Russian investors. Circular economy for you. I’m very proud of my new compatriots 😂"
